concept_key,preferred_name,semantic_definition,entity_level,value_type,cardinality,structured_shape_ref,source_of_truth_kind,read_contract,write_contract,applicability_kind,owner_candidate,representation_candidate,localization_kind,vocabulary_kind,concept_status,evidence_platforms,evidence_coverage_count,alias_concept_keys,broader_concept_key,conflicts_with_concept_keys,decision_reference,confidence,review_status,review_note
adobe:structure:cost_value:cost,"structure:cost value:cost","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Pricing,pricing_value_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:cost_value:sku,"structure:cost value:sku","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Pricing,reference_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:cost_value:store_id,"structure:cost value:store id","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Pricing,reference_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:customizable_file_value:file_extension,"structure:customizable file value:file extension","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,OrderCustomization,constraint_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_customization_architecture,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:customizable_file_value:image_size_x,"structure:customizable file value:image size x","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,OrderCustomization,constraint_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_customization_architecture,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:customizable_file_value:image_size_y,"structure:customizable file value:image size y","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,OrderCustomization,constraint_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_customization_architecture,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:customizable_option:is_require,"structure:customizable option:is require","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,OrderCustomization,requiredness_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_customization_architecture,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:customizable_option:max_characters,"structure:customizable option:max characters","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,OrderCustomization,constraint_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_customization_architecture,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:customizable_option:option_id,"structure:customizable option:option id","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,OrderCustomization,identity_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_customization_architecture,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:customizable_option:price,"structure:customizable option:price","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,OrderCustomization,price_modifier_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_customization_architecture,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:customizable_option:price_type,"structure:customizable option:price type","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,OrderCustomization,price_modifier_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_customization_architecture,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:customizable_option:product_sku,"structure:customizable option:product sku","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,OrderCustomization,reference_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_customization_architecture,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:customizable_option:required,"structure:customizable option:required","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,OrderCustomization,requiredness_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_customization_architecture,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:customizable_option:sku,"structure:customizable option:sku","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,OrderCustomization,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_customization_architecture,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:customizable_option:sort_order,"structure:customizable option:sort order","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,OrderCustomization,ordering_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_customization_architecture,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:customizable_option:title,"structure:customizable option:title","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,OrderCustomization,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_customization_architecture,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:customizable_option:type,"structure:customizable option:type","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,OrderCustomization,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_customization_architecture,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:customizable_option_value:option_type_id,"structure:customizable option value:option type id","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,OrderCustomization,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_customization_architecture,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
