object_family,subfield,entry_kind,semantic_note,source_surface,write_semantics,review_status
metaobject_create_input,fields,structured_capability,MetaobjectCreateInput.fields,admin_graphql_metaobjects,WRITE via metaobjectCreate; values is full replacement-style object input,LEAD_COMPLETENESS_PASS
metaobject_create_input,handle,connector_context,MetaobjectCreateInput.handle,admin_graphql_metaobjects,WRITE via metaobjectCreate; values is full replacement-style object input,LEAD_COMPLETENESS_PASS
metaobject_create_input,type,structured_capability,MetaobjectCreateInput.type,admin_graphql_metaobjects,WRITE via metaobjectCreate; values is full replacement-style object input,LEAD_COMPLETENESS_PASS
metaobject_create_input,values,structured_capability,MetaobjectCreateInput.values,admin_graphql_metaobjects,WRITE via metaobjectCreate; values is full replacement-style object input,LEAD_COMPLETENESS_PASS
metaobject_update_input,capabilities,structured_capability,MetaobjectUpdateInput.capabilities,admin_graphql_metaobjects,WRITE via metaobjectUpdate; values clears omitted keys whereas fields supports patch-style writes,LEAD_COMPLETENESS_PASS
metaobject_update_input,fields,structured_capability,MetaobjectUpdateInput.fields,admin_graphql_metaobjects,WRITE via metaobjectUpdate; values clears omitted keys whereas fields supports patch-style writes,LEAD_COMPLETENESS_PASS
metaobject_update_input,handle,connector_context,MetaobjectUpdateInput.handle,admin_graphql_metaobjects,WRITE via metaobjectUpdate; values clears omitted keys whereas fields supports patch-style writes,LEAD_COMPLETENESS_PASS
metaobject_update_input,redirectNewHandle,connector_context,MetaobjectUpdateInput.redirectNewHandle,admin_graphql_metaobjects,WRITE via metaobjectUpdate; values clears omitted keys whereas fields supports patch-style writes,LEAD_COMPLETENESS_PASS
metaobject_update_input,values,structured_capability,MetaobjectUpdateInput.values,admin_graphql_metaobjects,WRITE via metaobjectUpdate; values clears omitted keys whereas fields supports patch-style writes,LEAD_COMPLETENESS_PASS
metaobject_definition_create_input,access,structured_capability,MetaobjectDefinitionCreateInput.access,admin_graphql_metaobjects,WRITE via metaobjectDefinitionCreate,LEAD_COMPLETENESS_PASS
metaobject_definition_create_input,capabilities,structured_capability,MetaobjectDefinitionCreateInput.capabilities,admin_graphql_metaobjects,WRITE via metaobjectDefinitionCreate,LEAD_COMPLETENESS_PASS
metaobject_definition_create_input,description,structured_capability,MetaobjectDefinitionCreateInput.description,admin_graphql_metaobjects,WRITE via metaobjectDefinitionCreate,LEAD_COMPLETENESS_PASS
metaobject_definition_create_input,displayNameKey,structured_capability,MetaobjectDefinitionCreateInput.displayNameKey,admin_graphql_metaobjects,WRITE via metaobjectDefinitionCreate,LEAD_COMPLETENESS_PASS
metaobject_definition_create_input,fieldDefinitions,structured_capability,MetaobjectDefinitionCreateInput.fieldDefinitions,admin_graphql_metaobjects,WRITE via metaobjectDefinitionCreate,LEAD_COMPLETENESS_PASS
metaobject_definition_create_input,name,structured_capability,MetaobjectDefinitionCreateInput.name,admin_graphql_metaobjects,WRITE via metaobjectDefinitionCreate,LEAD_COMPLETENESS_PASS
metaobject_definition_create_input,type,structured_capability,MetaobjectDefinitionCreateInput.type,admin_graphql_metaobjects,WRITE via metaobjectDefinitionCreate,LEAD_COMPLETENESS_PASS
metaobject_definition_update_input,access,structured_capability,MetaobjectDefinitionUpdateInput.access,admin_graphql_metaobjects,WRITE via metaobjectDefinitionUpdate,LEAD_COMPLETENESS_PASS
metaobject_definition_update_input,capabilities,structured_capability,MetaobjectDefinitionUpdateInput.capabilities,admin_graphql_metaobjects,WRITE via metaobjectDefinitionUpdate,LEAD_COMPLETENESS_PASS
metaobject_definition_update_input,description,structured_capability,MetaobjectDefinitionUpdateInput.description,admin_graphql_metaobjects,WRITE via metaobjectDefinitionUpdate,LEAD_COMPLETENESS_PASS
metaobject_definition_update_input,displayNameKey,structured_capability,MetaobjectDefinitionUpdateInput.displayNameKey,admin_graphql_metaobjects,WRITE via metaobjectDefinitionUpdate,LEAD_COMPLETENESS_PASS
metaobject_definition_update_input,fieldDefinitions,structured_capability,MetaobjectDefinitionUpdateInput.fieldDefinitions,admin_graphql_metaobjects,WRITE via metaobjectDefinitionUpdate,LEAD_COMPLETENESS_PASS
metaobject_definition_update_input,name,structured_capability,MetaobjectDefinitionUpdateInput.name,admin_graphql_metaobjects,WRITE via metaobjectDefinitionUpdate,LEAD_COMPLETENESS_PASS
metaobject_definition_update_input,resetFieldOrder,structured_capability,MetaobjectDefinitionUpdateInput.resetFieldOrder,admin_graphql_metaobjects,WRITE via metaobjectDefinitionUpdate,LEAD_COMPLETENESS_PASS
product_feed_input,channelId,external_system_metadata,ProductFeedInput.channelId,admin_graphql_product_feeds,WRITE via productFeedCreate,LEAD_COMPLETENESS_PASS
product_feed_input,country,structured_capability,ProductFeedInput.country,admin_graphql_product_feeds,WRITE via productFeedCreate,LEAD_COMPLETENESS_PASS
product_feed_input,language,structured_capability,ProductFeedInput.language,admin_graphql_product_feeds,WRITE via productFeedCreate,LEAD_COMPLETENESS_PASS
product_full_sync_args,beforeUpdatedAt,structured_capability,productFullSync argument: beforeUpdatedAt,admin_graphql_product_feeds,WRITE/trigger via productFullSync; channel feed synchronization request,LEAD_COMPLETENESS_PASS
product_full_sync_args,id,external_system_metadata,productFullSync argument: id,admin_graphql_product_feeds,WRITE/trigger via productFullSync; channel feed synchronization request,LEAD_COMPLETENESS_PASS
product_full_sync_args,updatedAtSince,structured_capability,productFullSync argument: updatedAtSince,admin_graphql_product_feeds,WRITE/trigger via productFullSync; channel feed synchronization request,LEAD_COMPLETENESS_PASS
metaobject_upsert_args,handle,external_system_metadata,MetaobjectHandleInput identity argument,admin_graphql_metaobjects,required mutation identity; separate from metaobject payload,LEAD_COMPLETENESS_PASS
metaobject_upsert_args,metaobject,structured_capability,MetaobjectUpsertInput patch-style payload,admin_graphql_metaobjects,cannot be combined with values,LEAD_COMPLETENESS_PASS
metaobject_upsert_args,values,structured_capability,JSON full-replacement payload keyed by field-definition key,admin_graphql_metaobjects,cannot be combined with metaobject; omitted keys are cleared,LEAD_COMPLETENESS_PASS
metaobject_handle_input,type,schema_metadata,metaobject definition type,admin_graphql_metaobjects,part of unique handle identity,LEAD_COMPLETENESS_PASS
metaobject_handle_input,handle,external_system_metadata,metaobject handle,admin_graphql_metaobjects,part of unique handle identity,LEAD_COMPLETENESS_PASS
shipping_configuration_create_input,isEnabled,connector_context,ShippingConfigurationCreateInput.isEnabled (Boolean!) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
shipping_configuration_create_input,optionDefinitions,structured_capability,ShippingConfigurationCreateInput.optionDefinitions ([DeliveryOptionDefinitionCreateInput!]) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
shipping_configuration_update_input,isEnabled,connector_context,ShippingConfigurationUpdateInput.isEnabled (Boolean) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
shipping_configuration_update_input,optionDefinitionsToCreate,structured_capability,ShippingConfigurationUpdateInput.optionDefinitionsToCreate ([DeliveryOptionDefinitionCreateInput!]) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
shipping_configuration_update_input,optionDefinitionsToDelete,connector_context,ShippingConfigurationUpdateInput.optionDefinitionsToDelete ([ID!]) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
shipping_configuration_update_input,optionDefinitionsToUpdate,structured_capability,ShippingConfigurationUpdateInput.optionDefinitionsToUpdate ([DeliveryOptionDefinitionUpdateInput!]) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_option_definition_create_input,carrierCalculated,structured_capability,DeliveryOptionDefinitionCreateInput.carrierCalculated (DeliveryCarrierCalculatedOptionDefinitionCreateInput) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_option_definition_create_input,flatRate,structured_capability,DeliveryOptionDefinitionCreateInput.flatRate (DeliveryFlatRateOptionDefinitionCreateInput) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_option_definition_create_input,valueBased,structured_capability,DeliveryOptionDefinitionCreateInput.valueBased (DeliveryValueBasedOptionDefinitionCreateInput) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_option_definition_create_input,weightBased,structured_capability,DeliveryOptionDefinitionCreateInput.weightBased (DeliveryWeightBasedOptionDefinitionCreateInput) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_option_definition_update_input,carrierCalculated,structured_capability,DeliveryOptionDefinitionUpdateInput.carrierCalculated (DeliveryCarrierCalculatedOptionDefinitionUpdateInput) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_option_definition_update_input,flatRate,structured_capability,DeliveryOptionDefinitionUpdateInput.flatRate (DeliveryFlatRateOptionDefinitionUpdateInput) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_option_definition_update_input,valueBased,structured_capability,DeliveryOptionDefinitionUpdateInput.valueBased (DeliveryValueBasedOptionDefinitionUpdateInput) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_option_definition_update_input,weightBased,structured_capability,DeliveryOptionDefinitionUpdateInput.weightBased (DeliveryWeightBasedOptionDefinitionUpdateInput) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_carrier_calculated_option_definition_create_input,currency,domain_value,DeliveryCarrierCalculatedOptionDefinitionCreateInput.currency (CurrencyCode!) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_carrier_calculated_option_definition_create_input,description,connector_context,DeliveryCarrierCalculatedOptionDefinitionCreateInput.description (String) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_carrier_calculated_option_definition_create_input,freeDeliveryMinimumValue,structured_capability,DeliveryCarrierCalculatedOptionDefinitionCreateInput.freeDeliveryMinimumValue (MoneyInput) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
